id,account_status,months,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status,guarantors,residence,property,age,other_installments,housing,credit_cards,job,dependents,phone,foreign_worker,credit_rating
582,x < 0 DM ,24,all credits at this bank paid back duly ,business ,3161,x < 100 DM ,1 <= x < 4 years ,4,male - single ,none ,2,building society savings agreement/ life insurance ,31,none ,rent ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
583,x < 0 DM ,14,existing credits paid back duly till now ,car (new) ,3973,x < 100 DM ,unemployed ,1,male - single ,none ,4,unknown / no property ,22,none ,for free ,1,skilled employee / official,1,none ,yes ,1
584,no checking account ,9,critical account/ other credits existing (not at this bank) ,furniture/equipment ,2406,x < 100 DM ,unemployed ,2,male - single ,none ,3,"car or other, not in attribute Account ",31,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,none ,yes ,1
585,no checking account ,39,existing credits paid back duly till now ,car (used) ,2569,500 <= x < 1000 DM ,1 <= x < 4 years ,4,male - single ,none ,4,"car or other, not in attribute Account ",24,none ,own ,1,skilled employee / official,1,none ,yes ,1
586,0 <= x < 200 DM ,15,existing credits paid back duly till now ,repairs ,1514,100 <= x < 500 DM ,1 <= x < 4 years ,4,male - single ,guarantor ,2,real estate ,22,none ,own ,1,skilled employee / official,1,none ,yes ,1
587,x < 0 DM ,15,delay in paying off in the past ,furniture/equipment ,3643,x < 100 DM ,x>= 7 years ,1,female - divorced/separated/married ,none ,4,building society savings agreement/ life insurance ,27,none ,own ,2,unskilled - resident,1,none ,yes ,1
588,no checking account ,15,existing credits paid back duly till now ,furniture/equipment ,2708,x < 100 DM ,x < 1 year ,2,male - single ,none ,3,building society savings agreement/ life insurance ,27,bank ,own ,2,unskilled - resident,1,none ,yes ,1
589,x >= 200 DM / salary assignments for at least 1 year ,18,existing credits paid back duly till now ,furniture/equipment ,2864,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,1,real estate ,34,none ,own ,1,unskilled - resident,2,none ,yes ,2
590,x < 0 DM ,12,existing credits paid back duly till now ,car (new) ,2579,x < 100 DM ,x < 1 year ,4,male - single ,none ,1,real estate ,33,none ,own ,1,unskilled - resident,2,none ,yes ,2
591,no checking account ,6,critical account/ other credits existing (not at this bank) ,furniture/equipment ,1221,unknown/ no savings account ,1 <= x < 4 years ,1,male - married/widowed ,none ,2,building society savings agreement/ life insurance ,27,none ,own ,2,skilled employee / official,1,none ,yes ,1
592,no checking account ,12,critical account/ other credits existing (not at this bank) ,education ,2096,x < 100 DM ,4 <= x < 7 years ,2,male - single ,none ,3,real estate ,49,none ,own ,1,unskilled - resident,2,none ,yes ,1
593,no checking account ,24,existing credits paid back duly till now ,radio/television ,2397,500 <= x < 1000 DM ,x>= 7 years ,3,male - single ,none ,2,"car or other, not in attribute Account ",35,bank ,own ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
594,0 <= x < 200 DM ,36,critical account/ other credits existing (not at this bank) ,radio/television ,2337,x < 100 DM ,x>= 7 years ,4,male - single ,none ,4,real estate ,36,none ,own ,1,skilled employee / official,1,none ,yes ,1
595,0 <= x < 200 DM ,26,existing credits paid back duly till now ,car (used) ,7966,x < 100 DM ,x < 1 year ,2,male - single ,none ,3,"car or other, not in attribute Account ",30,none ,own ,2,skilled employee / official,1,none ,yes ,1
596,x >= 200 DM / salary assignments for at least 1 year ,18,existing credits paid back duly till now ,furniture/equipment ,3049,x < 100 DM ,x < 1 year ,1,female - divorced/separated/married ,none ,1,building society savings agreement/ life insurance ,45,stores ,own ,1,unskilled - resident,1,none ,yes ,1
597,no checking account ,36,delay in paying off in the past ,business ,7980,unknown/ no savings account ,x < 1 year ,4,male - single ,none ,4,"car or other, not in attribute Account ",27,none ,rent ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
598,no checking account ,9,critical account/ other credits existing (not at this bank) ,education ,1244,unknown/ no savings account ,x>= 7 years ,4,female - divorced/separated/married ,none ,4,building society savings agreement/ life insurance ,41,none ,rent ,2,unskilled - resident,1,none ,yes ,1
599,x < 0 DM ,30,existing credits paid back duly till now ,furniture/equipment ,3108,x < 100 DM ,x < 1 year ,2,male - divorced/separated ,none ,4,building society savings agreement/ life insurance ,31,none ,own ,1,unskilled - resident,1,none ,yes ,2
600,no checking account ,24,existing credits paid back duly till now ,car (new) ,3757,x < 100 DM ,x>= 7 years ,4,female - divorced/separated/married ,co-applicant ,4,unknown / no property ,62,none ,for free ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
